id rent,area,service fee
9673551,Bedford-Stuyvesant,199
45111880,Bedford-Stuyvesant,238
11987688,Astoria,97
7842124,Midtown,123
14666343,Williamsburg,128
2250639,Sunnyside,77
18355154,Harlem,212
49717510,East Flatbush,86
14872903,Mott Haven,84
26342517,Little Italy,83
3956693,Greenpoint,78
22987294,Lower East Side,215
4683520,Midtown,205
51967580,Norwood,174
23874841,Financial District,215
46540680,Greenpoint,164
21433675,Clinton Hill,83
15996833,Chelsea,122
50333877,East Village,99
20564354,Upper West Side,67
1577385,Gowanus,30
53015845,Williamsburg,209
10126437,West Village,137
56816774,Forest Hills,79
19968423,Midtown,98
9716630,Elmhurst,195
23059646,South Slope,192
22724952,Bushwick,145
19398449,Bushwick,221
14337724,Chelsea,29
53976295,Lower East Side,139
57097895,Chelsea,62
1074240,East Village,66
13723014,Harlem,145
2523475,Bedford-Stuyvesant,46
7494175,Bedford-Stuyvesant,185
44507112,Bath Beach,69
23649502,Gowanus,94
46314790,Bedford-Stuyvesant,62
19095236,Hell's Kitchen,189
22828232,Harlem,93
26779386,Harlem,212
9757500,Flushing,121
27143904,Midtown,201
12002600,Bedford-Stuyvesant,198
52153153,Norwood,22
19593963,Midtown,64
2916712,Lower East Side,232
43149006,Harlem,80
57138765,Woodside,40
16686104,Morrisania,172
51527949,St. George,135
24266974,Harlem,42
9521668,Maspeth,133
25664845,Chelsea,120
7994006,Bedford-Stuyvesant,212
21111684,Park Slope,211
47544209,Upper West Side,141
26714215,Washington Heights,158
9469752,Washington Heights,82
51577104,Kips Bay,135
6674562,Midtown,200
3841263,Greenwich Village,50
2451676,Chelsea,207
7650476,Bushwick,130
53188715,East Elmhurst,132
48288157,Long Island City,126
24263660,Bushwick,29
17849800,Bushwick,225
11757931,Maspeth,10
8772749,West Village,139
44925755,St. George,147
2715675,Kips Bay,129
2970286,East Village,237
47387908,East Flatbush,129
26616458,Williamsburg,109
3368494,Greenwich Village,207
6717641,Crown Heights,58
19676808,Bedford-Stuyvesant,232
44066929,Kensington,180
53453819,South Ozone Park,98
2517952,Cypress Hills,11
18815773,West Village,139
18352393,Murray Hill,41
5440171,Williamsburg,127
48276007,Financial District,204
48047907,Greenpoint,138
53210255,Bedford-Stuyvesant,82
47176930,Belmont,31
8121035,Williamsburg,139
43519599,East Harlem,108
9056079,South Slope,65
54931222,Bushwick,79
46558354,Flatiron District,52
44797069,East Harlem,17
22177623,Midtown,93
22167681,Midtown,65
57117778,East Elmhurst,119
24409467,East Flatbush,166
22270409,Williamsburg,211
8957218,West Village,181
54359039,Hell's Kitchen,160
16787175,Harlem,143
53035176,Concourse Village,80
51499782,Williamsburg,20
24370254,Stuyvesant Town,92
55300711,Crown Heights,109
3333699,East Village,87
4816624,Lower East Side,86
52166408,Crown Heights,126
52741352,Greenpoint,65
47814284,Park Slope,134
12585276,Bushwick,84
46012681,East Elmhurst,139
48246735,Hell's Kitchen,65
3797631,Windsor Terrace,29
48392542,Harlem,235
9025703,Greenpoint,150
1987192,Harlem,16
10327474,Upper West Side,217
51428535,Chelsea,62
49355753,Arverne,163
47760159,South Slope,237
49426448,Crown Heights,122
51638409,Midtown,45
11177464,East Harlem,127
3530318,Hell's Kitchen,33
23878707,Financial District,116
49101695,Bushwick,43
46791977,Murray Hill,200
19486817,Far Rockaway,36
4553177,Jackson Heights,54
4700641,Upper West Side,53
23932280,Prospect Heights,207
45103596,Arverne,55
19487922,Woodside,12
51970894,East Harlem,76
55023456,Chelsea,212
19375805,Sunnyside,16
11694416,Hell's Kitchen,102
8444683,Chelsea,128
24523241,Roosevelt Island,124
47507758,Bushwick,69
56784188,Upper East Side,208
53926588,SoHo,198
2966419,Financial District,77
9149418,Gramercy,222
47028361,Flatlands,183
45653686,Greenpoint,140
44934592,Roosevelt Island,16
14364235,Bedford-Stuyvesant,129
50554244,Upper West Side,113
49129863,Bedford-Stuyvesant,63
14102997,Upper East Side,161
17342788,Bushwick,66
16981584,Harlem,29
3716443,East Village,52
48467103,Clinton Hill,219
24744713,Bushwick,130
22976801,Williamsburg,178
26394985,Flushing,172
3362419,Bedford-Stuyvesant,214
47715975,Rockaway Beach,50
13770512,Crown Heights,204
18277832,Upper East Side,27
13672755,Highbridge,182
8257453,Crown Heights,56
48484776,Midtown,200
7082159,East Village,102
12446649,Carroll Gardens,231
46844998,Greenpoint,222
5425259,Bushwick,131
44917471,Crown Heights,129
1386841,Park Slope,193
7170527,Bay Ridge,179
16687208,Upper West Side,19
12779134,Ditmars Steinway,136
9734304,Washington Heights,203
13882629,Carroll Gardens,50
3434770,Upper West Side,35
5889743,Greenpoint,39
7099833,Sunset Park,36
9346589,Chelsea,41
50396287,Williamsburg,142
23443494,Nolita,219
21319348,Williamsburg,67
18435790,Upper East Side,11
4278132,Astoria,236
55906584,Lower East Side,85
15249019,Bedford-Stuyvesant,63
44103933,Harlem,118
20796320,Bedford-Stuyvesant,135
51515246,East Village,178
26958331,Bedford-Stuyvesant,124
4151103,Hell's Kitchen,18
11006251,East Harlem,86
19099655,Upper East Side,190
56388189,Castle Hill,33
55690634,Tompkinsville,231
52204517,East Village,26
51543966,Rego Park,114
50466429,Boerum Hill,157
49998631,Bushwick,131
22346626,Bedford-Stuyvesant,110
46417517,East Elmhurst,183
24826453,Inwood,164
21752352,Harlem,160
56083872,Prospect-Lefferts Gardens,69
22899479,Bedford-Stuyvesant,74
24661868,Upper East Side,46
22259915,SoHo,120
21599917,Bergen Beach,94
1072583,Bedford-Stuyvesant,189
6126680,Flatiron District,200
18467271,East Village,176
48910047,East Village,131
1601134,Chelsea,182
49269595,Clinton Hill,179
5770447,Washington Heights,168
45329486,Brooklyn Heights,20
47618770,South Slope,65
45183127,Harlem,170
19115671,Claremont Village,169
13953323,Jamaica,86
7177155,Bedford-Stuyvesant,96
26814181,Lower East Side,198
26345831,Williamsburg,173
52032199,Upper West Side,50
15402006,Clason Point,204
43538377,Midtown,81
5259017,Harlem,60
14032855,Flatbush,11
45819929,Upper East Side,20
55223941,Crown Heights,62
43273273,Harlem,167
12656523,Park Slope,96
12472607,Crown Heights,159
9867960,Flatbush,119
1093570,Harlem,75
13343584,Bushwick,108
56732272,Midtown,122
7660969,Williamsburg,62
25602987,Ridgewood,21
55152142,Woodhaven,235
21223248,Upper East Side,191
49273461,Park Slope,208
19661896,Hell's Kitchen,193
17943691,Crown Heights,223
17208027,East Flatbush,83
26831855,Hell's Kitchen,83
53690756,Rego Park,89
18916843,Longwood,225
13922395,Washington Heights,143
43416319,Kensington,172
26470651,St. Albans,59
47621531,Midtown,199
21597155,Morningside Heights,24
17089283,Financial District,219
13861642,Nolita,165
48858131,Lower East Side,79
44910843,Chelsea,99
50257107,Hell's Kitchen,102
52345353,Mount Hope,91
6562997,East Harlem,229
5909626,Crown Heights,142
46983625,Crown Heights,127
44956132,Bushwick,129
43245658,Hell's Kitchen,220
4976791,Harlem,190
45453202,Flushing,43
14502310,Bedford-Stuyvesant,152
51864300,Port Morris,143
17584144,NoHo,152
19923134,Crown Heights,84
43532302,Flushing,119
26749562,East Flatbush,230
49466213,Maspeth,55
53527275,East Village,199
53745986,Gowanus,52
44380635,Fordham,149
5265644,Upper East Side,73
9463677,Bushwick,80
56832238,Greenpoint,24
14780669,Bedford-Stuyvesant,46
18206586,Cypress Hills,161
54497114,Williamsburg,194
23311495,Midtown,177
10340177,Hell's Kitchen,183
23381637,Harlem,175
43558260,Upper East Side,216
56692507,Chelsea,102
24633701,Ridgewood,59
46293802,Mount Hope,61
10065131,Washington Heights,28
9105234,Midtown,64
47223323,Flushing,39
46603090,Tribeca,38
2450571,East Village,214
21373474,Bedford-Stuyvesant,228
9840345,Bushwick,184
54065768,West Village,90
56559402,Fort Greene,35
2387609,Williamsburg,125
23652264,Jamaica,58
11965043,Bedford-Stuyvesant,54
48540559,South Slope,68
47456946,Bedford-Stuyvesant,158
25573163,Harlem,231
43607967,Hell's Kitchen,177
6347048,Flatbush,240
52134927,Windsor Terrace,43
8287278,Kips Bay,130
56540072,East Village,130
8562323,Far Rockaway,216
49688790,West Village,55
19105730,Hell's Kitchen,192
9830956,Bedford-Stuyvesant,88
7860902,Williamsburg,54
15135245,Hell's Kitchen,12
49488858,Williamsburg,78
2638906,Murray Hill,23
3138185,Flatbush,110
1898271,Upper West Side,19
50259316,Hell's Kitchen,48
10354537,Gramercy,170
53167728,Midtown,28
51737271,Astoria,218
49030449,Elmhurst,89
10217014,Prospect-Lefferts Gardens,112
16965015,Bedford-Stuyvesant,147
1394574,West Village,176
7828316,Washington Heights,92
49651786,Astoria,164
43363851,Upper West Side,210
53240632,Hell's Kitchen,88
7270493,Washington Heights,34
3223791,Theater District,195
9133401,Greenpoint,138
51918425,Bushwick,21
3242569,Chelsea,164
55167606,Kensington,161
47128327,Bedford-Stuyvesant,101
55409514,Williamsburg,75
5083385,Midtown,25
19872875,Jamaica,97
10301516,Ditmars Steinway,45
23148566,Chelsea,174
21401089,Upper East Side,212
5006616,Clinton Hill,143
11503321,Upper West Side,90
1455327,West Village,202
52012869,Flatbush,63
23072349,SoHo,221
24947959,Chelsea,109
1331611,Clinton Hill,115
46596463,Rosedale,191
5558363,East Village,148
46495944,Harlem,94
27289159,Astoria,81
15337387,East Flatbush,106
11213363,Hell's Kitchen,81
9055527,Upper East Side,204
2788579,East Village,94
17372613,Bushwick,224
12928255,Crown Heights,136
24827006,Chinatown,76
54575541,Williamsburg,169
18310418,Crown Heights,188
6803248,Washington Heights,181
18984224,Harlem,73
11049330,Financial District,142
22833203,Financial District,168
22492986,Bushwick,233
10688678,Ridgewood,140
13276756,Middle Village,87
23780397,Flushing,171
43961992,East Harlem,61
10359507,Harlem,201
24803809,Hell's Kitchen,150
45487444,Canarsie,99
57162514,Bushwick,49
4112994,Bedford-Stuyvesant,108
19245462,Bedford-Stuyvesant,170
1084181,Fort Greene,32
10107106,Williamsburg,40
47498368,Harlem,44
5467786,Cypress Hills,28
4005848,Fort Greene,85
45045052,Woodside,40
6767900,Williamsburg,119
18637380,Crown Heights,115
55451488,Jackson Heights,76
1572967,Crown Heights,190
7160586,Crown Heights,235
16248130,Crown Heights,48
8390005,East Harlem,136
8733536,Williamsburg,176
13899750,Bushwick,64
5534062,Carroll Gardens,175
45897251,Bedford-Stuyvesant,130
56895753,Murray Hill,28
1629853,Fort Greene,122
4909411,Williamsburg,110
55526601,Williamsburg,70
2407492,Bedford-Stuyvesant,179
3799288,Chelsea,196
44066376,Inwood,229
11458584,East Harlem,40
18553982,Bushwick,187
21465156,Hell's Kitchen,14
9370338,Hell's Kitchen,217
9363158,Bedford-Stuyvesant,63
15038041,Financial District,170
48647152,Williamsburg,137
2166137,Williamsburg,87
42841927,Hell's Kitchen,168
1952397,Upper West Side,159
53086540,Harlem,19
47199574,Sunset Park,12
55211238,Ridgewood,225
50136153,Upper West Side,170
2391475,Williamsburg,44
22845353,Crown Heights,66
54597633,East Flatbush,236
48388676,Crown Heights,81
15731729,Lower East Side,129
2401969,Upper West Side,110
23633485,Upper West Side,163
21721975,Bedford-Stuyvesant,220
54311541,Jackson Heights,206
26481697,Bushwick,149
48086016,East Harlem,178
23382189,East Harlem,75
19318366,Crown Heights,181
23698105,Harlem,155
8884866,Williamsburg,230
18887572,Canarsie,115
2795206,Harlem,155
17023007,East Elmhurst,16
47949045,Inwood,232
49365695,Long Island City,211
18985329,Hell's Kitchen,147
19473562,Hell's Kitchen,96
19050500,Crown Heights,136
53658723,West Village,192
14422226,Harlem,101
53054506,Wakefield,149
53619509,Williamsburg,90
15906808,Soundview,186
54790385,Jackson Heights,86
23415879,Bushwick,104
15812917,Bellerose,25
19290751,East Village,228
47553046,Harlem,179
3762836,St. Albans,120
19894414,Williamsburg,19
48465446,East Village,115
4207438,Woodside,12
12736054,Chinatown,213
7427899,Bedford-Stuyvesant,182
44210527,Bedford-Stuyvesant,148
55075924,Washington Heights,125
18492677,East Village,131
48467655,Williamsburg,211
2512981,Midtown,186
55061012,Upper West Side,74
49754514,Hell's Kitchen,189
43571515,Gravesend,113
43034128,Sunnyside,77
56404206,West Village,164
11786098,Bedford-Stuyvesant,46
21366846,St. Albans,204
2382086,Crown Heights,51
16540849,Bushwick,166
26567303,Kips Bay,113
43128019,Midtown,206
9211828,Murray Hill,33
6965071,Upper East Side,162
52842976,Bedford-Stuyvesant,174
7951479,Williamsburg,235
24004631,Bushwick,65
12482548,Upper West Side,194
47142687,Lower East Side,193
11653546,Harlem,202
9159912,City Island,105
47931372,Hell's Kitchen,219
47761816,Greenwich Village,174
2540596,Crown Heights,186
4634918,Park Slope,36
54422554,Williamsburg,78
3434218,Upper East Side,61
18877078,Little Italy,20
24517718,Kips Bay,128
2277701,Bedford-Stuyvesant,203
53016398,Flushing,162
11862316,Bedford-Stuyvesant,103
18753363,Hell's Kitchen,141
8477821,Williamsburg,197
27307937,Midtown,212
5244105,Williamsbridge,129
3645196,Washington Heights,127
46102706,Inwood,185
5394330,Bedford-Stuyvesant,33
54076261,Crown Heights,181
51043582,Greenpoint,60
48522333,Corona,68
21949523,Bedford-Stuyvesant,183
23355126,Hell's Kitchen,187
21046512,Williamsburg,144
11860659,Harlem,78
24987173,Cypress Hills,125
7993454,Bedford-Stuyvesant,87
43670929,Midtown,29
8203880,Astoria,21
12078265,Morris Heights,197
47464126,Gramercy,124
43675900,Concord,191
5651150,Prospect Heights,139
50385241,Long Island City,23
6608838,Crown Heights,169
44525338,Chelsea,83
44082393,East Harlem,182
1824263,Gowanus,234
18324226,Lower East Side,121
22521153,Concourse,29
9207962,Longwood,75
26043723,Crown Heights,199
17704545,East Harlem,63
49265176,Bedford-Stuyvesant,206
13935650,Midtown,191
4539370,Upper West Side,228
13952219,Bensonhurst,82
12677510,Midtown,148
25343406,East New York,128
19986649,Williamsburg,228
47505548,Springfield Gardens,229
48428442,Maspeth,93
5329159,Borough Park,23
54933431,Hell's Kitchen,96
48347254,Midtown,113
51618526,Bedford-Stuyvesant,176
45858037,Astoria,155
4797846,Hell's Kitchen,80
5240239,Upper East Side,98
25377649,Financial District,169
20895182,Harlem,27
8085688,Concourse,226
22732132,Williamsburg,167
22018560,Bedford-Stuyvesant,25
6949607,East Village,238
4629947,East Village,68
53363794,Flushing,119
17161082,West Brighton,166
3382301,Clinton Hill,50
24528764,Rockaway Beach,235
55893328,Whitestone,56
4236709,Ridgewood,144
9102472,Upper West Side,119
10067893,Carroll Gardens,26
43383181,Carroll Gardens,194
5891400,Hell's Kitchen,229
49609259,Flushing,163
46832295,Bedford-Stuyvesant,132
1449804,Carroll Gardens,111
22609521,Williamsburg,233
10550603,South Slope,104
5017662,Park Slope,18
17464847,Hell's Kitchen,122
26879353,Bedford-Stuyvesant,116
44412668,Greenpoint,103
24248748,Upper West Side,44
54721348,Midtown,76
27226749,West Village,42
48712876,Washington Heights,63
17072161,Downtown Brooklyn,125
56219185,Williamsburg,122
13301057,Bensonhurst,123
52461336,Williamsburg,79
5571619,Hell's Kitchen,157
43423499,Prospect-Lefferts Gardens,69
52845737,Maspeth,202
26420944,Hell's Kitchen,208
44752885,Upper East Side,93
46008815,Fordham,72
53614539,Harlem,83
26508759,Chelsea,221
20928320,Canarsie,110
16874990,Bushwick,193
11280191,Financial District,78
51344033,Rego Park,237
2486471,Bedford-Stuyvesant,31
5374447,Bushwick,153
14607799,Middle Village,49
4133982,Bedford-Stuyvesant,207
19395135,Inwood,150
7030795,Gramercy,59
51816250,Greenpoint,115
43421290,Lower East Side,229
8919661,Murray Hill,111
8941753,Richmond Hill,20
6491750,Tribeca,179
23379427,Greenpoint,158
8798155,East Village,49
57127719,East Village,199
55048862,Ditmars Steinway,54
1775108,Williamsburg,181
21850109,Jackson Heights,38
6550846,East Harlem,86
17182069,Howard Beach,41
9882320,Crown Heights,238
20622898,Crown Heights,108
13488839,Chelsea,62
20943784,Greenpoint,125
48129647,East Harlem,198
12549929,East Flatbush,174
22983428,Hunts Point,123
56358917,Bedford-Stuyvesant,236
21265223,Bushwick,178
44740182,Bedford-Stuyvesant,55
6422161,Upper West Side,127
10896343,Flatbush,139
24806571,Ridgewood,65
51895781,Ditmars Steinway,176
19011287,Flushing,84
55617178,Crown Heights,83
47619322,Bedford-Stuyvesant,168
18057465,Boerum Hill,231
4761394,Bedford-Stuyvesant,94
24321099,Boerum Hill,58
17758670,Washington Heights,140
16275745,Williamsburg,201
48626717,Bedford-Stuyvesant,235
17019141,Hell's Kitchen,81
3974919,Chelsea,174
8470641,Bushwick,97
46894152,Bushwick,139
20457208,Bushwick,72
22210761,Harlem,115
23541251,Cobble Hill,161
23579360,Chinatown,69
4135086,Flatbush,170
3469012,Williamsburg,217
21744619,Upper West Side,207
18830132,Bushwick,145
6113425,Bedford-Stuyvesant,88
9398505,Harlem,50
1707728,Upper East Side,225
13330881,Flushing,15
47997648,Williamsburg,73
17366537,Harlem,149
24750236,Hell's Kitchen,102
7493070,Prospect-Lefferts Gardens,200
11421580,Bushwick,220
48820575,Williamsburg,182
20388723,Bushwick,186
48867520,Bushwick,212
21845138,Bushwick,77
6339868,Harlem,219
46619107,Hell's Kitchen,47
17122973,Harlem,205
2545567,East Village,126
5205996,Crown Heights,215
55703890,East Flatbush,174
17890670,Woodlawn,75
52507729,Long Island City,204
53891793,Brighton Beach,24
26536927,Chelsea,46
52543077,Elmhurst,71
11978851,Harlem,186
12916104,Midtown,30
25130218,Prince's Bay,154
49887066,Gravesend,22
4154417,Upper East Side,180
47566301,East Village,220
11527069,Brighton Beach,153
7765906,Two Bridges,76
52462993,Midtown,148
4564776,Vinegar Hill,98
11132727,Bushwick,39
6794963,Williamsburg,140
25282653,Harlem,46
52563512,Bedford-Stuyvesant,95
14964585,Bedford-Stuyvesant,215
44842910,Maspeth,80
1352047,Fort Greene,126
6025609,Astoria,160
14060470,Williamsburg,164
7063933,Bedford-Stuyvesant,155
1022323,Bushwick,219
45954138,Bedford-Stuyvesant,139
4708926,Washington Heights,58
3482820,Bedford-Stuyvesant,41
21026629,Chelsea,170
10091089,Washington Heights,119
49019403,Upper West Side,80
50558110,Clinton Hill,207
21344202,Little Italy,181
23449017,Ozone Park,237
51840551,Prospect Heights,236
56740557,Bedford-Stuyvesant,148
50796152,Arverne,71
21519281,Hell's Kitchen,62
3912509,Prospect-Lefferts Gardens,206
53758137,SoHo,16
56283805,Hell's Kitchen,127
25171641,Prospect-Lefferts Gardens,142
11558551,Jamaica,234
17446621,East Village,26
3324310,Midtown,188
22771897,South Slope,78
43293156,Williamsburg,15
46671023,Long Island City,193
21492218,Harlem,91
25396427,Park Slope,41
17891775,Crown Heights,136
54734051,Crown Heights,19
49572807,Hell's Kitchen,134
18050285,South Ozone Park,199
20672605,East New York,58
13277860,Prospect Heights,236
54813582,Fordham,201
9734856,Upper East Side,107
24130555,East Village,70
54091726,East New York,177
43536721,Bedford-Stuyvesant,54
